location,orientation,ac_scenario,case_name,case_id,floor_area,end_use,Electricity [kWh]
Jakarta,South,Bedroom_AC_Only,HybridNV_OperationSchd_2,24,28.76,Total End Uses,3109.17
Jakarta,South,No_AC,Baseline,25,28.76,Heating,0.0
Jakarta,South,No_AC,Baseline,25,28.76,Cooling,0.0
Jakarta,South,No_AC,Baseline,25,28.76,Interior Lighting,501.28
Jakarta,South,No_AC,Baseline,25,28.76,Interior Equipment,2176.06
Jakarta,South,No_AC,Baseline,25,28.76,Fans,0.0
Jakarta,South,No_AC,Baseline,25,28.76,Total End Uses,2677.34
Jakarta,South,No_AC,CoolRoof_1,26,28.76,Heating,0.0
Jakarta,South,No_AC,CoolRoof_1,26,28.76,Cooling,0.0
Jakarta,South,No_AC,CoolRoof_1,26,28.76,Interior Lighting,501.28
Jakarta,South,No_AC,CoolRoof_1,26,28.76,Interior Equipment,2176.06
Jakarta,South,No_AC,CoolRoof_1,26,28.76,Fans,0.0
Jakarta,South,No_AC,CoolRoof_1,26,28.76,Total End Uses,2677.34
Jakarta,South,No_AC,CoolRoof_2,27,28.76,Heating,0.0
Jakarta,South,No_AC,CoolRoof_2,27,28.76,Cooling,0.0
Jakarta,South,No_AC,CoolRoof_2,27,28.76,Interior Lighting,501.28
Jakarta,South,No_AC,CoolRoof_2,27,28.76,Interior Equipment,2176.06
Jakarta,South,No_AC,CoolRoof_2,27,28.76,Fans,0.0
Jakarta,South,No_AC,CoolRoof_2,27,28.76,Total End Uses,2677.34
Jakarta,South,No_AC,CoolWall_1,28,28.76,Heating,0.0
Jakarta,South,No_AC,CoolWall_1,28,28.76,Cooling,0.0
Jakarta,South,No_AC,CoolWall_1,28,28.76,Interior Lighting,501.28
Jakarta,South,No_AC,CoolWall_1,28,28.76,Interior Equipment,2176.06
Jakarta,South,No_AC,CoolWall_1,28,28.76,Fans,0.0
Jakarta,South,No_AC,CoolWall_1,28,28.76,Total End Uses,2677.34
Jakarta,South,No_AC,CoolWall_2,29,28.76,Heating,0.0
Jakarta,South,No_AC,CoolWall_2,29,28.76,Cooling,0.0
Jakarta,South,No_AC,CoolWall_2,29,28.76,Interior Lighting,501.28
Jakarta,South,No_AC,CoolWall_2,29,28.76,Interior Equipment,2176.06
Jakarta,South,No_AC,CoolWall_2,29,28.76,Fans,0.0
Jakarta,South,No_AC,CoolWall_2,29,28.76,Total End Uses,2677.34
Jakarta,South,No_AC,InsRoof_1,30,28.76,Heating,0.0
Jakarta,South,No_AC,InsRoof_1,30,28.76,Cooling,0.0
Jakarta,South,No_AC,InsRoof_1,30,28.76,Interior Lighting,501.28
Jakarta,South,No_AC,InsRoof_1,30,28.76,Interior Equipment,2176.06
Jakarta,South,No_AC,InsRoof_1,30,28.76,Fans,0.0
Jakarta,South,No_AC,InsRoof_1,30,28.76,Total End Uses,2677.34
Jakarta,South,No_AC,InsRoof_2,31,28.76,Heating,0.0
Jakarta,South,No_AC,InsRoof_2,31,28.76,Cooling,0.0
Jakarta,South,No_AC,InsRoof_2,31,28.76,Interior Lighting,501.28
Jakarta,South,No_AC,InsRoof_2,31,28.76,Interior Equipment,2176.06
Jakarta,South,No_AC,InsRoof_2,31,28.76,Fans,0.0
